sub,task,run,cens1mm,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21,frame22,frame23,frame24,frame25,frame26,frame27,frame28,frame29,frame30,frame31,frame32,frame33,frame34,frame35,frame36,frame37,frame38,frame39,frame40,frame41,frame42,frame43,frame44,frame45,frame46,frame47,frame48,frame49,frame50,frame51,frame52,frame53,frame54,frame55,frame56,frame57,frame58,frame59,frame60
sub-kLat020,task-sline,run-3,0.21666666666666667,NA,1.0635,1.4101,0.0893,0.1857,0.1174,0.1258,0.0842,0.053900000000000003,0.0463,0.0495,0.4678,0.0674,0.1662,0.0976,0.152,0.1441,0.0847,0.3352,0.1538,0.1371,0.154,0.0771,0.0723,0.0517,0.059,0.0333,0.0368,1.0019,1.815,2.4286,1.0133,0.5095,0.528,0.7181,0.8043,0.1771,0.4105,0.0854,0.0884,0.1203,0.0895,0.1288,2.2705,3.5851,1.4368,1.7863,1.6216,0.9934,0.5259,0.1288,0.0498,0.1409,0.0983,0.0974,0.0905,0.1689,0.1274,1.6994,3.0469
sub-kLat022,task-sline,run-2,0.21666666666666667,NA,0.0997,0.1285,0.2323,6.7386,12.1751,6.8324,0.9567,0.132,0.1139,0.0379,0.0856,0.1079,0.0944,0.1485,0.3789,14.8435,28.0225,12.7249,1.3607,0.5183,0.2451,0.3312,0.0591,0.0268,0.0627,0.0893,0.0987,0.0828,0.1602,0.0922,1.7606,4.8226,5.9603,3.1344,0.4071,0.3326,0.1809,0.1342,0.08,0.0319,0.0814,0.3582,0.1292,0.0877,0.1873,0.209,0.2339,0.1695,0.1985,0.1307,0.0582,0.0211,0.0899,0.1606,0.4195,0.1625,0.6147,9.1149,15.0142
sub-kLat038,task-sline,run-1,0.21666666666666667,NA,1.7856,3.5629,1.0629,0.8307,0.4586,0.8963,0.2391,0.322,0.9281,0.3831,0.2772,0.106,0.2286,0.1882,1.0549,1.93,1.3342,0.5683,1.1414,0.5911,0.529,0.925,0.4436,0.0774,0.1373,0.1155,0.2266,0.3403,0.5588,0.8924,2.2615,1.2417,0.6395,0.2762,0.4685,0.2095,0.1023,0.1612,0.2405,0.1573,0.1777,0.2454,0.2385,0.3399,0.2245,1.488,3.7267,3.1908,1.2953,0.3225,0.2461,0.0691,0.0741,0.1909,0.1291,0.2042,0.2921,0.6372,0.1867
sub-kLat032,task-sline,run-2,0.23333333333333334,NA,0.6958,5.8113,6.9995,7.1562,11.5416,13.8036,6.0339,0.9988,0.4709,0.0787,0.1974,0.1614,0.1323,0.1559,0.4341,0.2771,0.4163,0.8472,7.1876,2.2153,2.2103,0.6232,0.312,0.0993,0.5872,0.1933,0.2209,0.2177,0.2337,1.1742,0.5837,0.1956,0.8896,0.2481,0.2073,0.1074,0.1602,0.1287,0.153,0.1513,0.4786,0.2403,0.4071,0.4507,0.3822,12.3698,3.802,12.6308,1.0658,0.8187,0.5539,0.1706,0.0613,0.1661,0.1802,0.2091,0.3205,0.5539,0.4024
sub-kLat038,task-sline,run-2,0.23333333333333334,NA,0.9791,1.6424,0.8762,0.4384,0.4301,1.4849,2.4638,1.0702,0.1231,0.085,0.3705,0.1159,0.1019,0.1686,3.9163,6.2587,2.6993,3.4667,0.6665,1.8534,3.6156,1.0002,0.9698,0.6244,0.2959,0.0553,0.0834,0.1431,0.4223,0.7896,0.21,0.1963,0.2624,0.2662,0.5103,0.099,0.1084,0.118,0.3895,0.0735,0.1478,0.1368,2.0313,3.0442,0.7293,0.5416,0.2041,0.6762,1.1599,0.5687,0.1482,0.2459,0.1342,0.1462,0.2243,0.2051,0.5057,0.8045,0.1398
sub-kLat011,task-sline,run-2,0.25,NA,0.2632,3.0646,6.3511,4.6958,1.7821,0.4278,0.7092,1.1368,0.6897,0.5314,0.4503,0.337,0.2228,0.7992,0.275,0.8386,2.8161,4.7105,2.261,2.3148,0.753,0.8608,0.3448,0.1736,0.4102,0.5108,0.3819,0.483,0.6133,0.5047,0.3223,0.4346,0.8952,0.6376,0.2131,0.2937,0.4746,0.3063,0.2326,0.243,0.4094,0.8563,0.7802,0.9679,2.2256,3.2691,2.4822,1.0382,0.9247,0.5387,0.3915,0.181,0.4585,0.1983,0.2434,0.4117,0.2285,1.2563,1.5068
sub-kLat059,task-sline,run-2,0.25,NA,3.0731,3.243,1.4873,2.4422,2.5414,1.1836,0.4263,0.6851,0.3253,0.4587,0.1863,0.074,0.0726,0.1328,1.5372,2.6699,1.2438,0.4404,0.733,0.884,0.2228,0.6014,0.1363,0.1046,0.2011,0.3165,0.1293,0.1264,0.3569,0.7747,0.6118,0.9187,0.3763,0.4546,0.2822,0.1462,0.0928,0.1037,0.2249,0.0706,0.2,0.0922,0.5452,0.7647,2.0711,1.5254,1.5954,2.6093,0.4194,0.7139,0.9784,0.1963,0.1033,0.1732,0.1436,0.0787,1.0424,2.0136,0.9797
sub-kLat003,task-sline,run-1,0.26666666666666666,NA,1.4669,2.3982,1.495,1.0057,0.9564,0.4886,0.6267,0.2141,0.5314,0.2115,0.2201,0.505,0.4988,0.7004,1.2124,1.3213,1.5046,0.8419,0.5426,0.4858,0.378,0.2693,0.5437,0.208,0.4889,0.7144,0.2958,0.2838,0.3776,1.0583,1.4559,1.2588,0.7823,0.9345,0.3334,0.4676,0.1031,0.1015,0.1094,0.1324,0.2913,0.4471,0.2421,0.6769,1.4491,4.1156,3.0885,0.85,1.149,0.5375,0.1276,0.2534,0.4598,0.1626,0.1414,0.163,0.4088,1.1615,1.0835
sub-kLat003,task-sline,run-4,0.26666666666666666,NA,2.8135,4.6292,6.4122,7.9357,4.3264,2.1261,1.7144,0.2196,0.638,0.8291,0.6346,0.688,0.3238,0.1086,0.9104,3.3352,2.4332,2.1945,2.3269,1.1895,0.4813,0.1669,0.3484,0.342,0.0975,0.1231,0.1082,0.733,1.3086,0.7843,0.6323,1.3699,2.751,1.6959,0.6416,0.3082,0.1979,0.424,0.4069,0.4823,0.1727,0.2746,0.3835,0.6294,0.4667,0.1429,0.5996,0.6237,0.1166,0.3751,0.15,0.1289,0.1864,0.1824,0.189,0.2499,0.3424,0.3811,0.7373
sub-kLat009,task-sline,run-1,0.26666666666666666,NA,0.3786,2.092,2.896,0.7517,1.2571,0.4234,0.2721,0.4627,0.1728,0.1796,0.3572,0.1288,0.0942,0.1351,0.1706,0.3695,0.28,0.2418,1.6381,2.4089,1.8683,1.4252,0.2563,0.1791,0.1576,0.1288,0.0842,0.4483,0.7968,1.5846,0.6945,0.2196,0.3391,0.585,0.8828,0.8471,0.3562,0.566,0.2952,0.3791,0.2352,0.422,1.2335,1.0564,0.5325,1.022,0.974,1.4679,0.7727,0.1932,0.1886,0.0791,0.0594,0.5284,0.1572,1.585,2.003,1.5888,1.0887
